#CHROM	START	END	LOCUS	SYMBOL	strand	annotation
Chr11	24040762	24042612	LOC_Os11g40330	-	-	hypothetical_protein
Chr11	24046399	24050126	LOC_Os11g40340	-	-	expressed_protein
Chr11	24053775	24054089	LOC_Os11g40350	-	-	expressed_protein
Chr11	24067050	24070308	LOC_Os11g40370	-	-	protein_kinase_family_protein,putative,expressed
Chr11	24071594	24075621	LOC_Os11g40380	-	-	expressed_protein
Chr11	24077702	24082156	LOC_Os11g40390	-	-	expressed_protein
Chr11	24084616	24086493	LOC_Os11g40400	-	-	protein_kinase,putative,expressed
Chr11	24089400	24094213	LOC_Os11g40410	-	-	expressed_protein
Chr11	24096099	24100831	LOC_Os11g40420	-	-	expressed_protein
Chr11	24101932	24106267	LOC_Os11g40430	-	-	wall-associated_receptor_kinase-like_2_precursor,putative,expressed
Chr11	24160577	24161959	LOC_Os11g40480	-	+	expressed_protein
Chr11	24162020	24164936	LOC_Os11g40490	-	+	MBTB63_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	24166427	24169621	LOC_Os11g40500	-	-	OsSigP7_-_Putative_Type_I_Signal_Peptidase_homologue%3B_employs_a_putative_Ser%2FLys_catalytic_dyad,expressed
Chr11	24170641	24175621	LOC_Os11g40510	-	-	RNA_recognition_motif_containing_protein,putative,expressed
Chr11	24178808	24179250	LOC_Os11g40520	-	+	LTPL161_-_Protease_inhibitor%2Fseed_storage%2FLTP_family_protein_precursor,expressed
Chr11	24180905	24181434	LOC_Os11g40530	-	+	LTPL162_-_Protease_inhibitor%2Fseed_storage%2FLTP_family_protein_precursor,expressed
Chr11	24184610	24191330	LOC_Os11g40540	-	+	transporter_family_protein,putative,expressed
Chr11	24192113	24195295	LOC_Os11g40550	-	+	receptor_kinase,putative,expressed
Chr11	24203624	24204382	LOC_Os11g40560	-	+	expressed_protein
Chr11	24208418	24209515	LOC_Os11g40564	-	-	expressed_protein
Chr11	24210646	24214593	LOC_Os11g40570	-	-	plant_viral_response_family_protein,putative,expressed
Chr11	24217425	24224440	LOC_Os11g40590	-	-	DUF1399_containing_protein,putative,expressed
Chr11	24226246	24227813	LOC_Os11g40600	-	-	expressed_protein
Chr11	24230408	24233456	LOC_Os11g40610	-	+	EARLY_flowering_protein,putative,expressed
Chr11	24247404	24247664	LOC_Os11g40620	-	-	expressed_protein
Chr11	24250391	24252445	LOC_Os11g40630	-	+	expressed_protein
Chr11	24259690	24261130	LOC_Os11g40650	-	-	expressed_protein
Chr11	24273616	24274255	LOC_Os11g40674	-	+	expressed_protein
Chr11	24278622	24280165	LOC_Os11g40680	-	-	MBTB64_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	24302518	24307835	LOC_Os11g40690	-	+	dehydrogenase,putative,expressed
Chr11	24366983	24367591	LOC_Os11g40740	-	-	expressed_protein
Chr11	24375041	24380657	LOC_Os11g40750	-	-	citrate_synthase,putative,expressed
Chr11	24382955	24384066	LOC_Os11g40760	-	+	expressed_protein
Chr11	24385056	24385730	LOC_Os11g40770	-	+	expressed_protein
Chr11	24387280	24390444	LOC_Os11g40780	-	-	disease_resistance_protein,putative,expressed
Chr11	24396727	24397815	LOC_Os11g40790	-	+	expressed_protein
Chr11	24414648	24415797	LOC_Os11g40800	-	+	expressed_protein
Chr11	24421633	24424532	LOC_Os11g40810	-	-	receptor_kinase,putative,expressed
Chr11	24437028	24438326	LOC_Os11g40840	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr11	24439526	24440429	LOC_Os11g40850	-	+	expressed_protein
Chr11	24449220	24451935	LOC_Os11g40870	-	+	expressed_protein
Chr11	24476579	24480870	LOC_Os11g40890	-	-	expressed_protein
Chr11	24485473	24486679	LOC_Os11g40900	-	-	expressed_protein
Chr11	24487195	24489166	LOC_Os11g40910	-	+	hypothetical_protein
Chr11	24504245	24504966	LOC_Os11g40930	-	-	expressed_protein
Chr11	24533669	24537481	LOC_Os11g40970	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr11	24561648	24570321	LOC_Os11g41034	-	+	expressed_protein
Chr11	24592896	24593211	LOC_Os11g41060	-	+	expressed_protein
Chr11	24595081	24596316	LOC_Os11g41070	-	+	expressed_protein
Chr11	24596944	24598564	LOC_Os11g41080	-	-	hypothetical_protein
Chr11	24613481	24613756	LOC_Os11g41090	-	-	expressed_protein
Chr11	24616115	24619580	LOC_Os11g41100	-	+	expressed_protein
Chr11	24642528	24646991	LOC_Os11g41130	-	+	vacuolar_protein_sorting-associated_protein_26,putative,expressed
Chr11	24648047	24651797	LOC_Os11g41140	-	+	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr11	24651943	24653182	LOC_Os11g41150	-	-	nitrilase-associated_protein,putative,expressed
Chr11	24655805	24659328	LOC_Os11g41160	-	-	phosphoserine_phosphatase,chloroplast_precursor,putative,expressed
Chr11	24670967	24674338	LOC_Os11g41170	-	+	disease_resistance_protein_RPM1,putative,expressed
Chr11	24685916	24690014	LOC_Os11g41180	-	+	expressed_protein
Chr11	24712661	24719904	LOC_Os11g41210	-	+	disease_resistance_protein_RPM1,putative,expressed
Chr11	24724484	24725050	LOC_Os11g41230	-	+	ATBPM6,putative,expressed
Chr11	24727308	24727862	LOC_Os11g41240	-	+	ATBPM6,putative
Chr11	24730266	24730709	LOC_Os11g41250	-	+	expressed_protein
Chr11	24734244	24737370	LOC_Os11g41260	-	+	snRNP_protein,putative,expressed
Chr11	24750529	24751632	LOC_Os11g41290	-	+	MrBTB5_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH-related_domain,expressed
Chr11	24756166	24757242	LOC_Os11g41300	-	+	MBTB65_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	24758712	24759854	LOC_Os11g41310	-	+	MBTB66_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	24780333	24781296	LOC_Os11g41320	-	+	hypothetical_protein
Chr11	24784914	24785156	LOC_Os11g41330	-	-	expressed_protein
Chr11	24809640	24810818	LOC_Os11g41350	-	-	MBTB67_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	24812851	24813612	LOC_Os11g41360	-	+	expressed_protein
Chr11	24825414	24829197	LOC_Os11g41365	-	-	expressed_protein
Chr11	24838341	24843727	LOC_Os11g41390	-	+	expressed_protein
Chr11	24844038	24844779	LOC_Os11g41400	-	-	expressed_protein
Chr11	24847412	24853971	LOC_Os11g41410	-	-	expressed_protein
Chr11	24853899	24856270	LOC_Os11g41420	-	+	expressed_protein
Chr11	24892803	24893498	LOC_Os11g41500	-	-	NC_domain-containing_protein,putative,expressed
Chr11	24898601	24899426	LOC_Os11g41510	-	-	expressed_protein
Chr11	24899967	24903022	LOC_Os11g41520	-	+	hypothetical_protein
Chr11	24906902	24908061	LOC_Os11g41530	-	-	expressed_protein
Chr11	24911501	24917050	LOC_Os11g41540	-	+	disease_resistance_RPP8-like_protein_3,putative,expressed
Chr11	24929007	24930802	LOC_Os11g41550	-	+	expressed_protein
Chr11	24932541	24935221	LOC_Os11g41560	-	+	OsFBX427_-_F-box_domain_containing_protein,expressed
Chr11	24936787	24939914	LOC_Os11g41570	-	-	OsFBX428_-_F-box_domain_containing_protein,expressed
Chr11	24948286	24949674	LOC_Os11g41590	-	+	expressed_protein
Chr11	24950781	24952708	LOC_Os11g41600	-	-	expressed_protein
Chr11	24973759	24975050	LOC_Os11g41610	-	+	40S_ribosomal_protein_S29,putative,expressed
Chr11	24982918	24984249	LOC_Os11g41640	-	+	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr11	24988965	24993465	LOC_Os11g41650	-	+	adenylyl-sulfate_kinase,putative,expressed
Chr11	25004867	25009336	LOC_Os11g41670	-	-	expressed_protein
Chr11	25021621	25023695	LOC_Os11g41680	-	+	cytochrome_P450,putative,expressed
Chr11	25040876	25042999	LOC_Os11g41710	-	+	cytochrome_P450,putative,expressed
Chr11	25051313	25055095	LOC_Os11g41720	-	-	TNP1,putative,expressed
Chr11	25100787	25103487	LOC_Os11g41770	-	-	expressed_protein
Chr11	25113284	25113493	LOC_Os11g41800	-	+	hypothetical_protein
Chr11	25148703	25153456	LOC_Os11g41820	-	-	RNA_recognition_motif_containing_protein,expressed
Chr11	25153799	25155522	LOC_Os11g41830	-	-	proteophosphoglycan_ppg4,putative,expressed
Chr11	25160025	25161643	LOC_Os11g41840	-	-	transporter_family_protein,putative,expressed
Chr11	25165783	25167746	LOC_Os11g41850	-	-	transporter_family_protein,putative,expressed
Chr11	25171698	25173957	LOC_Os11g41860	-	+	OsFBX429_-_F-box_domain_containing_protein,expressed
Chr11	25175014	25176821	LOC_Os11g41870	-	-	transporter_family_protein,putative,expressed
Chr11	25177784	25180272	LOC_Os11g41875	-	-	membrane_protein,putative,expressed
Chr11	25181299	25183476	LOC_Os11g41880	-	-	potyvirus_VPg_interacting_protein,putative,expressed
Chr11	25193013	25197348	LOC_Os11g41890	LGG	+	RNA_recognition_motif_containing_protein,putative,expressed
Chr11	25199831	25206038	LOC_Os11g41900	-	-	acyltransferase,putative,expressed
Chr11	25212874	25216758	LOC_Os11g41910	-	+	GTP-binding_protein,putative,expressed
Chr11	25218327	25222357	LOC_Os11g41920	-	+	expressed_protein
Chr11	25225668	25227326	LOC_Os11g41940	-	+	expressed_protein
Chr11	25230369	25230923	LOC_Os11g41950	-	-	expressed_protein
Chr11	25232292	25232729	LOC_Os11g41960	-	+	hypothetical_protein
Chr11	25234822	25235191	LOC_Os11g41970	-	-	hypothetical_protein
Chr11	25245782	25252767	LOC_Os11g41990	-	-	armadillo%2Fbeta-catenin-like_repeat_family_protein,expressed
Chr11	25257884	25262573	LOC_Os11g42000	-	+	FRA10AC1,putative,expressed
Chr11	25263256	25264276	LOC_Os11g42010	-	-	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	25267367	25267702	LOC_Os11g42020	-	-	expressed_protein
Chr11	25276040	25278735	LOC_Os11g42030	-	+	expressed_protein
Chr11	25289129	25293954	LOC_Os11g42040	-	-	non-TIR-NBS-LRR_type_resistance_protein,putative,expressed
Chr11	25296322	25296820	LOC_Os11g42050	-	-	expressed_protein
Chr11	25315869	25318082	LOC_Os11g42060	-	-	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25321310	25325479	LOC_Os11g42070	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25333432	25335627	LOC_Os11g42080	-	-	expressed_protein
Chr11	25338882	25345347	LOC_Os11g42090	-	-	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25358357	25360219	LOC_Os11g42100	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25361427	25361912	LOC_Os11g42110	-	+	expressed_protein
Chr11	25368279	25368668	LOC_Os11g42120	-	-	expressed_protein
Chr11	25382754	25385184	LOC_Os11g42150	-	+	hypothetical_protein
Chr11	25394171	25399304	LOC_Os11g42160	-	+	F-box%2FLRR-repeat_protein_3,putative,expressed
Chr11	25399967	25400677	LOC_Os11g42170	-	+	expressed_protein
Chr11	25423701	25426214	LOC_Os11g42200	-	+	laccase_precursor_protein,putative,expressed
Chr11	25426396	25429313	LOC_Os11g42210	-	-	expressed_protein
Chr11	25432423	25434793	LOC_Os11g42220	-	+	laccase_precursor_protein,putative,expressed
Chr11	25435106	25437007	LOC_Os11g42230	-	-	OsFBX430_-_F-box_domain_containing_protein,expressed
Chr11	25440874	25442832	LOC_Os11g42240	-	-	OsFBX431_-_F-box_domain_containing_protein,expressed
Chr11	25461244	25462998	LOC_Os11g42270	-	-	OsFBX432_-_F-box_domain_containing_protein,expressed
Chr11	25464456	25465666	LOC_Os11g42280	-	-	OsFBX433_-_F-box_domain_containing_protein,expressed
Chr11	25466557	25468131	LOC_Os11g42290	-	-	transferase_family_protein,putative,expressed
Chr11	25474150	25475631	LOC_Os11g42300	-	-	OsFBX434_-_F-box_domain_containing_protein,expressed
Chr11	25477029	25478804	LOC_Os11g42310	-	-	OsFBL58_-_F-box_domain_and_LRR_containing_protein,expressed
Chr11	25491197	25491619	LOC_Os11g42340	-	+	expressed_protein
Chr11	25492192	25496874	LOC_Os11g42350	-	+	glutathione_synthetase,chloroplast_precursor,putative,expressed
Chr11	25497841	25498528	LOC_Os11g42360	-	+	expressed_protein
Chr11	25501586	25503169	LOC_Os11g42370	-	+	transferase_family_protein,putative,expressed
Chr11	25503455	25504028	LOC_Os11g42380	-	-	expressed_protein
Chr11	25509587	25515718	LOC_Os11g42390	-	+	OsSCP64_-_Putative_Serine_Carboxypeptidase_homologue,expressed
Chr11	25519158	25519909	LOC_Os11g42400	-	+	expressed_protein
Chr11	25522647	25526265	LOC_Os11g42410	-	-	expressed_protein
Chr11	25528232	25537466	LOC_Os11g42420	-	+	nuclear_pore_protein_84%2F107_containing_protein,expressed
Chr11	25536945	25540452	LOC_Os11g42430	-	-	transporter_family_protein,putative,expressed
Chr11	25542740	25547535	LOC_Os11g42440	-	+	expressed_protein
Chr11	25552112	25553555	LOC_Os11g42450	-	+	leucine-rich_repeat_family_protein,putative,expressed
Chr11	25582310	25582769	LOC_Os11g42470	-	+	expressed_protein
Chr11	25583964	25585370	LOC_Os11g42480	-	-	transferase_family_domain_containing_protein,expressed
Chr11	25593755	25594897	LOC_Os11g42500	-	+	dirigent,putative,expressed
Chr11	25596437	25603489	LOC_Os11g42510	OsNAAT6	-	tyrosine_aminotransferase,putative,expressed
Chr11	25608408	25608796	LOC_Os11g42520	-	+	DEFL34_-_Defensin_and_Defensin-like_DEFL_family,expressed
Chr11	25611785	25612151	LOC_Os11g42525	-	+	hypothetical_protein
Chr11	25613383	25613771	LOC_Os11g42530	-	+	DEFL25_-_Defensin_and_Defensin-like_DEFL_family
Chr11	25614506	25617384	LOC_Os11g42540	-	+	oxidoreductase,aldo%2Fketo_reductase_family_protein,putative,expressed
Chr11	25617707	25618704	LOC_Os11g42550	-	+	dirigent,putative,expressed
Chr11	25620767	25621721	LOC_Os11g42570	-	+	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	25626858	25631192	LOC_Os11g42580	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25633166	25638932	LOC_Os11g42590	-	+	expressed_protein
Chr11	25695249	25700023	LOC_Os11g42660	WED	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25708880	25709593	LOC_Os11g42680	-	+	NBS-LRR_type_disease_resistance_protein,putative
Chr11	25711373	25711606	LOC_Os11g42690	-	-	expressed_protein
Chr11	25720581	25721792	LOC_Os11g42700	-	+	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	25737809	25738156	LOC_Os11g42730	-	+	lipase_class_3,putative,expressed
Chr11	25741519	25742016	LOC_Os11g42740	-	+	expressed_protein
Chr11	25751298	25752239	LOC_Os11g42760	-	+	expressed_protein
Chr11	25758921	25763215	LOC_Os11g42770	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	25768465	25772569	LOC_Os11g42790	-	-	transporter,monovalent_cation%3Aproton_antiporter-2_family,putative,expressed
Chr11	25775808	25778520	LOC_Os11g42800	-	-	kinesin_motor_domain_containing_protein,putative,expressed
Chr11	25786068	25789420	LOC_Os11g42810	-	-	expressed_protein
Chr11	25799640	25804502	LOC_Os11g42840	-	+	expressed_protein
Chr11	25806201	25810387	LOC_Os11g42850	-	-	expressed_protein
Chr11	25811468	25818018	LOC_Os11g42860	-	-	expressed_protein
Chr11	25822795	25823261	LOC_Os11g42870	-	-	hypothetical_protein
Chr11	25829226	25833425	LOC_Os11g42880	-	+	expressed_protein
Chr11	25834203	25836698	LOC_Os11g42890	-	-	expressed_protein
Chr11	25840593	25846990	LOC_Os11g42900	-	-	expressed_protein
Chr11	25858879	25866236	LOC_Os11g42910	-	+	expressed_protein
Chr11	25873852	25876092	LOC_Os11g42920	-	-	expressed_protein
Chr11	25877767	25882203	LOC_Os11g42930	-	-	expressed_protein
Chr11	25886463	25887393	LOC_Os11g42940	-	-	integral_membrane_protein,putative,expressed
Chr11	25890517	25891190	LOC_Os11g42950	-	-	expressed_protein
Chr11	25893719	25895032	LOC_Os11g42960	-	-	integral_membrane_protein_TIGR01569_containing_protein,expressed
Chr11	25895797	25897219	LOC_Os11g42970	-	-	membrane_associated_DUF588_domain_containing_protein,putative,expressed
Chr11	25911497	25913509	LOC_Os11g42989	-	+	exo70_exocyst_complex_subunit,putative,expressed
Chr11	25911497	25913236	LOC_Os11g43049	-	+	exo70_exocyst_complex_subunit,putative,expressed
Chr11	25915467	25916042	LOC_Os11g43000	-	+	ATEXO70G1,putative,expressed
Chr11	25944115	25948346	LOC_Os11g43030	-	+	von_Willebrand_factor_type_A_domain_containing_protein,expressed
Chr11	25986339	25986634	LOC_Os11g43070	-	-	expressed_protein
Chr11	26027837	26032480	LOC_Os11g43140	-	-	expressed_protein
Chr11	26046119	26047695	LOC_Os11g43170	-	+	hypothetical_protein
Chr11	26049506	26053657	LOC_Os11g43180	-	-	expressed_protein
Chr11	26057509	26059083	LOC_Os11g43200	-	-	tropinone_reductase_2,putative,expressed
Chr11	26074134	26074750	LOC_Os11g43220	-	+	expressed_protein
Chr11	26081886	26082541	LOC_Os11g43240	-	+	expressed_protein
Chr11	26088067	26091283	LOC_Os11g43250	-	-	Leucine_Rich_Repeat_family_protein,expressed
Chr11	26136266	26137937	LOC_Os11g43310	-	-	expressed_protein
Chr11	26139957	26143460	LOC_Os11g43320	-	+	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	26159684	26161296	LOC_Os11g43340	-	+	expressed_protein
Chr11	26168969	26170260	LOC_Os11g43360	-	-	tropinone_reductase_2,putative,expressed
Chr11	26195130	26198016	LOC_Os11g43390	-	-	expressed_protein
Chr11	26203554	26206014	LOC_Os11g43404	-	+	expressed_protein
Chr11	26213036	26215776	LOC_Os11g43410	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	26217424	26220753	LOC_Os11g43420	-	+	LZ-NBS-LRR_class_RGA,putative,expressed
Chr11	26253962	26257108	LOC_Os11g43480	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	26258722	26259658	LOC_Os11g43490	-	+	expressed_protein
Chr11	26260142	26261416	LOC_Os11g43500	-	-	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	26263726	26267156	LOC_Os11g43510	-	+	lipase_precursor,putative,expressed
Chr11	26269974	26270588	LOC_Os11g43520	-	+	OsGrx_C17_-_glutaredoxin_subgroup_III,expressed
Chr11	26275810	26276362	LOC_Os11g43530	-	+	OsGrx_C13_-_glutaredoxin_subgroup_III,expressed
Chr11	26279378	26280603	LOC_Os11g43540	-	+	expressed_protein
Chr11	26285141	26285470	LOC_Os11g43550	-	+	OsGrx_C14_-_glutaredoxin_subgroup_III,expressed
Chr11	26292549	26293198	LOC_Os11g43570	-	+	hypothetical_protein
Chr11	26294183	26294512	LOC_Os11g43580	-	+	OsGrx_C16_-_glutaredoxin_subgroup_III,expressed
Chr11	26299760	26305709	LOC_Os11g43590	-	+	kelch_repeat_protein,putative,expressed
Chr11	26306075	26310454	LOC_Os11g43600	-	+	peptide_chain_release_factor_protein,putative,expressed
Chr11	26310804	26312789	LOC_Os11g43610	-	-	oxidoreductase,2OG-Fe_oxygenase_family_protein,putative,expressed
Chr11	26313077	26315155	LOC_Os11g43620	-	+	LSM_domain_containing_protein,expressed
Chr11	26329688	26330457	LOC_Os11g43650	-	+	ompA%2FMotB,putative,expressed
Chr11	26375427	26376494	LOC_Os11g43690	-	+	expressed_protein
Chr11	26376804	26380866	LOC_Os11g43700	-	-	RGH1A,putative,expressed
Chr11	26393686	26395564	LOC_Os11g43710	-	-	expressed_protein
Chr11	26399001	26400454	LOC_Os11g43720	-	-	expressed_protein
Chr11	26414394	26418442	LOC_Os11g43740	-	+	OsMADS68_-_MADS-box_family_gene_with_MIKC%2A_type-box,expressed
Chr11	26420022	26423934	LOC_Os11g43750	-	-	polygalacturonase,putative,expressed
Chr11	26433999	26439652	LOC_Os11g43760	-	+	lipase_class_3_family_protein,putative,expressed
Chr11	26443000	26444475	LOC_Os11g43770	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	26453036	26453881	LOC_Os11g43790	-	+	DUF581_domain_containing_protein,expressed
Chr11	26455695	26460071	LOC_Os11g43800	-	+	PPR_repeat_domain_containing_protein,putative,expressed
Chr11	26468418	26473257	LOC_Os11g43820	-	-	myristoyl-acyl_carrier_protein_thioesterase,chloroplast_precursor,putative,expressed
Chr11	26475500	26478045	LOC_Os11g43830	-	-	pectinesterase,putative,expressed
Chr11	26479885	26480423	LOC_Os11g43840	-	-	conserved_hypothetical_protein
Chr11	26488372	26492383	LOC_Os11g43860	OsMHX	-	sodium%2Fcalcium_exchanger_protein,putative,expressed
Chr11	26501618	26504311	LOC_Os11g43890	-	+	WD_domain,G-beta_repeat_domain_containing_protein,expressed
Chr11	26505492	26507776	LOC_Os11g43895	-	-	expressed_protein
Chr11	26510871	26513134	LOC_Os11g43900	OsTCTP	-	translationally-controlled_tumor_protein,putative,expressed
Chr11	26514485	26514808	LOC_Os11g43910	-	+	expressed_protein
Chr11	26517359	26518059	LOC_Os11g43914	-	-	expressed_protein
Chr11	26517984	26518503	LOC_Os11g43920	-	+	expressed_protein
Chr11	26524908	26531006	LOC_Os11g43934	-	-	pentatricopeptide,putative,expressed
Chr11	26542837	26549304	LOC_Os11g43950	-	+	dnaJ_domain_containing_protein,expressed
Chr11	26549874	26552470	LOC_Os11g43960	ER-ANT1	+	mitochondrial_carrier_protein,putative,expressed
Chr11	26552934	26563341	LOC_Os11g43970	-	-	AAA-type_ATPase_family_protein,putative,expressed
Chr11	26572252	26574119	LOC_Os11g43980	-	+	peroxidase_precursor,putative,expressed
Chr11	26577115	26582185	LOC_Os11g43990	-	-	expressed_protein
Chr11	26583733	26586572	LOC_Os11g44000	-	+	expressed_protein
Chr11	26612265	26616447	LOC_Os11g44030	-	+	expressed_protein
Chr11	26617308	26619101	LOC_Os11g44040	-	+	hypothetical_protein
Chr11	26641268	26642106	LOC_Os11g44110	-	+	expressed_protein
Chr11	26643383	26643852	LOC_Os11g44120	-	+	hypothetical_protein
Chr11	26682528	26684711	LOC_Os11g44170	-	-	calmodulin_binding_protein,putative,expressed
Chr11	26696987	26698108	LOC_Os11g44200	-	-	hypothetical_protein
Chr11	26723918	26726100	LOC_Os11g44230	-	+	expressed_protein
